,section,issue,date_published,authors,name,is_highlighted,prb_citations
10.1103/PhysRevB.100.134503,sect-articles-superfluidity-and-superconductivity,100/13,2019-10-04,"C. Q. Xu, B. Li, J. J. Feng, W. H. Jiao, Y. K. Li, S. W. Liu, Y. X. Zhou, R. Sankar, Nikolai D. Zhigadlo, H. B. Wang, Z. D. Han, B. Qian, W. Ye, W. Zhou, T. Shiroka, Pabitra K. Biswas, Xiaofeng Xu, and Z. X. Shi",Two-gap superconductivity and topological surface states in TaOsSi,False,14
10.1103/PhysRevB.100.134504,sect-articles-superfluidity-and-superconductivity,100/13,2019-10-07,"Tuure Orell, Alexios A. Michailidis, Maksym Serbyn, and Matti Silveri",Probing the many-body localization phase transition with superconducting circuits,True,35
10.1103/PhysRevB.100.134505,sect-articles-superfluidity-and-superconductivity,100/13,2019-10-07,"Matti Partanen, Jan Goetz, Kuan Yen Tan, Kassius Kohvakka, Vasilii Sevriuk, Russell E. Lake, Roope Kokkoniemi, Joni Ikonen, Dibyendu Hazra, Akseli Mäkinen, Eric Hyyppä, Leif Grönberg, Visa Vesterinen, Matti Silveri, and Mikko Möttönen",Exceptional points in tunable superconducting resonators,True,26
10.1103/PhysRevB.100.134506,sect-articles-superfluidity-and-superconductivity,100/13,2019-10-11,"Wen Huang, Yi Zhou, and Hong Yao",Exotic Cooper pairing in multiorbital models of Sr2RuO4,False,29
10.1103/PhysRevB.100.134507,sect-articles-superfluidity-and-superconductivity,100/13,2019-10-14,"Bernhard Ihrig, Nikolai Zerf, Peter Marquard, Igor F. Herbut, and Michael M. Scherer","Abelian Higgs model at four loops, fixed-point collision, and deconfined criticality",False,34
10.1103/PhysRevB.100.134508,sect-articles-superfluidity-and-superconductivity,100/13,2019-10-16,Pye Ton How and Sung-Kit Yip,Signatures of nematic superconductivity in doped Bi2Se3 under applied stress,False,11
10.1103/PhysRevB.100.134509,sect-articles-superfluidity-and-superconductivity,100/13,2019-10-21,"Long Tian, Panpan Liu, Zhuang Xu, Yu Li, Zhilun Lu, H. C. Walker, U. Stuhr, Guotai Tan, Xingye Lu, and Pengcheng Dai",Spin fluctuation anisotropy as a probe of orbital-selective hole-electron quasiparticle excitations in detwinned Ba(Fe1−xCox)2As2,False,7
10.1103/PhysRevB.100.134510,sect-articles-superfluidity-and-superconductivity,100/13,2019-10-22,"Frank Schlawin, Anastasia S. D. Dietrich, and Dieter Jaksch",Optical control of the current-voltage relation in stacked superconductors,False,1
10.1103/PhysRevB.100.134511,sect-articles-superfluidity-and-superconductivity,100/13,2019-10-23,"A. A. Kamashev, N. N. Garif'yanov, A. A. Validov, J. Schumann, V. Kataev, B. Büchner, Ya. V. Fominov, and I. A. Garifullin",Superconducting spin-valve effect in heterostructures with ferromagnetic Heusler alloy layers,False,9
10.1103/PhysRevB.100.134512,sect-articles-superfluidity-and-superconductivity,100/13,2019-10-24,"Gregory A. Hamilton, Moon Jip Park, and Matthew J. Gilbert",Topological d-wave superconductivity and nodal line-arc intersections in Weyl semimetals,False,1
10.1103/PhysRevB.100.134513,sect-articles-superfluidity-and-superconductivity,100/13,2019-10-25,"Samme M. Dahir, Anatoly F. Volkov, and Ilya M. Eremin",Phase-dependent spin polarization of Cooper pairs in magnetic Josephson junctions,False,12
10.1103/PhysRevB.100.134514,sect-articles-superfluidity-and-superconductivity,100/13,2019-10-28,"Oleg L. Berman, Roman Ya. Kezerashvili, Yurii E. Lozovik, and Klaus G. Ziegler",Electron-hole superfluidity controlled by a periodic potential,False,3
10.1103/PhysRevB.100.134515,sect-articles-superfluidity-and-superconductivity,100/13,2019-10-28,"L. Biferale, D. Khomenko, V. S. L'vov, A. Pomyalov, I. Procaccia, and G. Sahoo",Strong anisotropy of superfluid He4 counterflow turbulence,False,5
10.1103/PhysRevB.100.134516,sect-articles-superfluidity-and-superconductivity,100/13,2019-10-31,P. O. Sukhachov and A. V. Balatsky,Spectroscopic and optical response of odd-frequency superconductors,False,5
10.1103/PhysRevB.100.144101,sect-articles-structure-structural-phase-transitions-mechanical-properties-defects,100/14,2019-10-09,"R. Paul, S. X. Hu, and V. V. Karasiev",Crystalline phase transitions and vibrational spectra of silicon up to multiterapascal pressures,False,7
10.1103/PhysRevB.100.144102,sect-articles-structure-structural-phase-transitions-mechanical-properties-defects,100/14,2019-10-11,"Jennifer Neu, Kaya Wei, Xing He, Olivier Delaire, Ryan Baumbach, Zhenzhen Feng, Yuhao Fu, Yongsheng Zhang, David J. Singh, and Theo Siegrist",Orthorhombic to monoclinic phase transition in NbNiTe2,False,1
10.1103/PhysRevB.100.144103,sect-articles-structure-structural-phase-transitions-mechanical-properties-defects,100/14,2019-10-14,"Hunter Sims, Donovan N. Leonard, Axiel Yaël Birenbaum, Zhuozhi Ge, Tom Berlijn, Lian Li, Valentino R. Cooper, Matthew F. Chisholm, and Sokrates T. Pantelides",Intrinsic interfacial van der Waals monolayers and their effect on the high-temperature superconductor FeSe/SrTiO3,False,7
10.1103/PhysRevB.100.144104,sect-articles-structure-structural-phase-transitions-mechanical-properties-defects,100/14,2019-10-14,"Xiao Dong, Jingyu Hou, Jun Kong, Haixu Cui, Yan-Ling Li, Artem R. Oganov, Kuo Li, Haiyan Zheng, Xiang-Feng Zhou, and Hui-Tian Wang",Predicted lithium oxide compounds and superconducting low-pressure LiO4,False,6
10.1103/PhysRevB.100.144105,sect-articles-structure-structural-phase-transitions-mechanical-properties-defects,100/14,2019-10-17,"J. Byggmästar, A. Hamedani, K. Nordlund, and F. Djurabekova",Machine-learning interatomic potential for radiation damage and defects in tungsten,True,59
10.1103/PhysRevB.100.144106,sect-articles-structure-structural-phase-transitions-mechanical-properties-defects,100/14,2019-10-18,Chun-Hui Liu and Shu Chen,Topological classification of defects in non-Hermitian systems,False,51
10.1103/PhysRevB.100.144107,sect-articles-structure-structural-phase-transitions-mechanical-properties-defects,100/14,2019-10-28,"V. Svitlyk, A. Krzton-Maziopa, and M. Mezouar",Pressure-induced enhancement of two-dimensionality in LaO1−xFxBi(Se/S)2 superconductors,False,2
10.1103/PhysRevB.100.144108,sect-articles-structure-structural-phase-transitions-mechanical-properties-defects,100/14,2019-10-30,"Devendra Singh Negi, Deobrat Singh, Peter A. van Aken, and R. Ahuja",Spin-entropy induced thermopower and spin-blockade effect in CoO,False,5
10.1103/PhysRevB.100.144109,sect-articles-structure-structural-phase-transitions-mechanical-properties-defects,100/14,2019-10-31,"Achraf Atila, El Mehdi Ghardi, Said Ouaskit, and Abdellatif Hasnaoui",Atomistic insights into the impact of charge balancing cations on the structure and properties of aluminosilicate glasses,False,25
10.1103/PhysRevB.100.144201,sect-articles-inhomogeneous-disordered-and-partially-ordered-systems,100/14,2019-10-09,"Bingbing Zhang, Xu He, Jiali Zhao, Can Yu, Haidan Wen, Sheng Meng, Eric Bousquet, Yuelin Li, Chen Ge, Kuijuan Jin, Ye Tao, and Haizhong Guo",Giant photoinduced lattice distortion in oxygen vacancy ordered SrCoO2.5 thin films,False,9
10.1103/PhysRevB.100.144202,sect-articles-inhomogeneous-disordered-and-partially-ordered-systems,100/14,2019-10-15,Biao Huang and W. Vincent Liu,Moiré localization in two-dimensional quasiperiodic systems,False,13
10.1103/PhysRevB.100.144203,sect-articles-inhomogeneous-disordered-and-partially-ordered-systems,100/14,2019-10-28,"Vatshal Srivastav, Utso Bhattacharya, and Amit Dutta",Dynamical quantum phase transitions in extended toric-code models,False,9
10.1103/PhysRevB.100.144204,sect-articles-inhomogeneous-disordered-and-partially-ordered-systems,100/14,2019-10-30,"Wenlong Wang, Hannes Meier, Jack Lidmar, and Mats Wallin",Three-dimensional universality class of the Ising model with power-law correlated critical disorder,False,5
10.1103/PhysRevB.100.144205,sect-articles-inhomogeneous-disordered-and-partially-ordered-systems,100/14,2019-10-30,"A. M. Santos, H. W. L. Alves, C. A. Ataide, I. Guilhon, M. Marques, and L. K. Teles",Rigorous statistical thermodynamical model for lattice dynamics in alloys,False,3
10.1103/PhysRevB.100.144301,sect-articles-dynamics-dynamical-systems-lattice-effects,100/14,2019-10-02,"K. L. Zhang, L. Jin, and Z. Song",Helical resonant transport and purified amplification at an exceptional point,False,7
10.1103/PhysRevB.100.144302,sect-articles-dynamics-dynamical-systems-lattice-effects,100/14,2019-10-03,Souvik Bandyopadhyay and Amit Dutta,Dynamical preparation of a topological state and out-of-equilibrium bulk-boundary correspondence in a Su-Schrieffer-Heeger chain under periodic driving,False,12
10.1103/PhysRevB.100.144303,sect-articles-dynamics-dynamical-systems-lattice-effects,100/14,2019-10-04,"Sen Mu, Da-Jian Zhang, Longwen Zhou, and Jiangbin Gong",Revealing many-body effects on interband coherence through adiabatic charge pumping,False,1
10.1103/PhysRevB.100.144304,sect-articles-dynamics-dynamical-systems-lattice-effects,100/14,2019-10-04,"D. Serrano, C. Deshmukh, S. Liu, A. Tallaire, A. Ferrier, H. de Riedmatten, and P. Goldner",Coherent optical and spin spectroscopy of nanoscale Pr3+:Y2O3,False,10
10.1103/PhysRevB.100.144305,sect-articles-dynamics-dynamical-systems-lattice-effects,100/14,2019-10-08,Tore Niermann,Scattering of fast electrons by lattice vibrations,False,5
10.1103/PhysRevB.100.144306,sect-articles-dynamics-dynamical-systems-lattice-effects,100/14,2019-10-16,"Zhen Tong, Shouhang Li, Xiulin Ruan, and Hua Bao",Comprehensive first-principles analysis of phonon thermal conductivity and electron-phonon coupling in different metals,False,87
10.1103/PhysRevB.100.144307,sect-articles-dynamics-dynamical-systems-lattice-effects,100/14,2019-10-21,Jarno Linnera and Antti J. Karttunen,"Lattice dynamical properties of antiferromagnetic MnO, CoO, and NiO, and the lattice thermal conductivity of NiO",False,10
10.1103/PhysRevB.100.144308,sect-articles-dynamics-dynamical-systems-lattice-effects,100/14,2019-10-22,"Pavel Korotaev, Ivan Novoselov, Aleksey Yanilkin, and Alexander Shapeev",Accessing thermal conductivity of complex compounds by machine learning interatomic potentials,False,54
10.1103/PhysRevB.100.144309,sect-articles-dynamics-dynamical-systems-lattice-effects,100/14,2019-10-25,"Inho Kwak, Min-Cheol Lee, Byung Cheol Park, Choong H. Kim, Bumjoo Lee, C. W. Seo, J. Yamaura, Z. Hiroi, Tae Won Noh, and K. W. Kim",Ultrafast dynamics in the Lifshitz-type 5d pyrochlore antiferromagnet Cd2Os2O7,False,5
10.1103/PhysRevB.100.144310,sect-articles-dynamics-dynamical-systems-lattice-effects,100/14,2019-10-31,"Yifeng Wu, Haohua Wen, Jianyi Liu, Kan Lai, and Yue Zheng",Atomistic simulations of spin-lattice coupling effects on magnetomechanics in skyrmion materials,False,3
10.1103/PhysRevB.100.144311,sect-articles-dynamics-dynamical-systems-lattice-effects,100/14,2019-10-31,"Junfei Li, Xiaohui Zhu, Chen Shen, Xiuyuan Peng, and Steven A. Cummer",Transfer matrix method for the analysis of space-time-modulated media and systems,False,20
10.1103/PhysRevB.100.144401,sect-articles-magnetism,100/14,2019-10-01,"Hiroki Kondo, Yutaka Akagi, and Hosho Katsura",Three-dimensional topological magnon systems,True,24
10.1103/PhysRevB.100.144402,sect-articles-magnetism,100/14,2019-10-01,M. C. Depassier,Speed of domain walls in thin nanotubes: The transition from the linear to the magnonic regime,False,3
10.1103/PhysRevB.100.144403,sect-articles-magnetism,100/14,2019-10-02,"Willian M. H. Natori, Roderich Moessner, and Johannes Knolle",Orbital magnetic field effects in Mott insulators with strong spin-orbit coupling,False,6
10.1103/PhysRevB.100.144404,sect-articles-magnetism,100/14,2019-10-02,"Nikolaj Roth, Feng Ye, Andrew F. May, Bryan C. Chakoumakos, and Bo Brummerstedt Iversen",Magnetic correlations and structure in bixbyite across the spin-glass transition,False,10
10.1103/PhysRevB.100.144405,sect-articles-magnetism,100/14,2019-10-02,Sebastian Greschner and Tapan Mishra,Interacting bosons in generalized zigzag and railroad-trestle models,False,2
10.1103/PhysRevB.100.144406,sect-articles-magnetism,100/14,2019-10-02,"D. Blosser, V. K. Bhartiya, D. J. Voneshen, and A. Zheludev",Origin of magnetic anisotropy in the spin ladder compound (C5H12N)2CuBr4,False,2
10.1103/PhysRevB.100.144407,sect-articles-magnetism,100/14,2019-10-03,"R. B. Morgunov, A. V. Yurov, V. A. Yurov, A. D. Talantsev, A. I. Bezverhnii, and O. V. Koplak",Oscillatory dynamics of the magnetic moment of a Pt/Co/Ir/Co/Pt synthetic antiferromagnet,False,13
10.1103/PhysRevB.100.144408,sect-articles-magnetism,100/14,2019-10-04,Ilari Rissanen and Lasse Laurson,Bursty magnetic friction between polycrystalline thin films with domain walls,False,0
10.1103/PhysRevB.100.144409,sect-articles-magnetism,100/14,2019-10-07,"T. A. L. Lima, U. Wahl, A. Costa, V. Augustyns, K. W. Edmonds, B. L. Gallagher, R. P. Campion, J. P. Araújo, J. G. Correia, M. R. da Silva, K. Temst, A. Vantomme, and L. M. C. Pereira","Thermal stability of interstitial and substitutional Mn in ferromagnetic (Ga,Mn)As",False,0
10.1103/PhysRevB.100.144410,sect-articles-magnetism,100/14,2019-10-07,"Minoru Soda, Tao Hong, Maxim Avdeev, Hideki Yoshizawa, Takatsugu Masuda, and Hazuki Kawano-Furukawa",Neutron scattering study of the quasi-one-dimensional antiferromagnet Ba2CoSi2O7,False,2
10.1103/PhysRevB.100.144411,sect-articles-magnetism,100/14,2019-10-07,"Jan Koziol, Sebastian Fey, Sebastian C. Kapfer, and Kai Phillip Schmidt",Quantum criticality of the transverse-field Ising model with long-range interactions on triangular-lattice cylinders,False,12
10.1103/PhysRevB.100.144412,sect-articles-magnetism,100/14,2019-10-07,"B. Nyári, A. Deák, and L. Szunyogh","Weak ferromagnetism in hexagonal Mn3Z alloys (Z=Sn,Ge,Ga)",False,6
10.1103/PhysRevB.100.144413,sect-articles-magnetism,100/14,2019-10-08,"Xiaobing Chen, Shihao Zhang, Banggui Liu, Fengxia Hu, Baogen Shen, and Jirong Sun",Theoretical investigation of magnetic anisotropy at the La0.5Sr0.5MnO3/LaCoO2.5 interface,False,11
10.1103/PhysRevB.100.144414,sect-articles-magnetism,100/14,2019-10-08,"Jérémy Létang, Sébastien Petit-Watelot, Myoung-Woo Yoo, Thibaut Devolder, Karim Bouzehouane, Vincent Cros, and Joo-Von Kim",Modulation and phase-locking in nanocontact vortex oscillators,False,5
10.1103/PhysRevB.100.144415,sect-articles-magnetism,100/14,2019-10-09,P. Alvarado-Seguel and R. A. Gallardo,Band structure of a one-dimensional bilayer magnonic crystal,False,8
10.1103/PhysRevB.100.144416,sect-articles-magnetism,100/14,2019-10-09,Kazushi Aoyama and Hikaru Kawamura,Effects of magnetic anisotropy on spin and thermal transport in classical antiferromagnets on the square lattice,False,7
10.1103/PhysRevB.100.144417,sect-articles-magnetism,100/14,2019-10-10,"M. A. Prosnikov, A. N. Smirnov, V. Yu. Davydov, Y. Araki, T. Arima, and R. V. Pisarev","Lattice and magnetic dynamics in the polar, chiral, and incommensurate antiferromagnet Ni2InSbO6",False,7
10.1103/PhysRevB.100.144418,sect-articles-magnetism,100/14,2019-10-11,"Pavlo Omelchenko, Erol Girt, and Bret Heinrich",Test of spin pumping into proximity-polarized Pt by in-phase and out-of-phase pumping in Py/Pt/Py,False,11
10.1103/PhysRevB.100.144419,sect-articles-magnetism,100/14,2019-10-14,"Yunjiao Cai, Chuan Qin, Fatih Kandaz, Xingyu Shen, Chao Zhou, Mengwen Jia, Yongming Luo, Yizheng Wu, and Yi Ji",Quantifying spin relaxation in mesoscopic Cu channels via a multitude of nonlocal spin valves,False,4
10.1103/PhysRevB.100.144420,sect-articles-magnetism,100/14,2019-10-14,"A. Zorko, M. Pregelj, M. Gomilšek, M. Klanjšek, O. Zaharko, W. Sun, and J.-X. Mi",Negative-vector-chirality 120∘ spin structure in the defect- and distortion-free quantum kagome antiferromagnet YCu3(OH)6Cl3,False,20
10.1103/PhysRevB.100.144421,sect-articles-magnetism,100/14,2019-10-15,"Carla Alves, Guillaume Lambert, Victor Malka, Michel Hehn, Gregory Malinowski, Marcel Hennes, Valentin Chardonnet, Emmanuelle Jal, Jan Lüning, and Boris Vodungbo",Resonant Faraday effect using high-order harmonics for the investigation of ultrafast demagnetization,False,8
10.1103/PhysRevB.100.144422,sect-articles-magnetism,100/14,2019-10-15,"Ravi Yadav, Satoshi Nishimoto, Manuel Richter, Jeroen van den Brink, and Rajyavardhan Ray",Large off-diagonal exchange couplings and spin liquid states in C3-symmetric iridates,False,8
10.1103/PhysRevB.100.144423,sect-articles-magnetism,100/14,2019-10-15,"Jonas Richter, Niklas Casper, Wolfram Brenig, and Robin Steinigeweg",Magnetization dynamics in clean and disordered spin-1 XXZ chains,False,15
10.1103/PhysRevB.100.144424,sect-articles-magnetism,100/14,2019-10-16,Yangfan Hu,Long-wavelength emergent phonons in Bloch skyrmion crystals distorted by exchange anisotropy and tilted magnetic fields,False,1
10.1103/PhysRevB.100.144425,sect-articles-magnetism,100/14,2019-10-17,"R. Q. Zhang, L. Y. Liao, X. Z. Chen, H. Q. Wu, F. Pan, and C. Song",Strong magnetoresistance modulation by Ir insertion in a Ta/Ir/CoFeB trilayer,False,4
10.1103/PhysRevB.100.144426,sect-articles-magnetism,100/14,2019-10-18,"I. Fita, R. Puzniak, A. Wisniewski, and V. Markovich",Spin switching and unusual exchange bias in the single-crystalline GdCrO3 compensated ferrimagnet,False,16
10.1103/PhysRevB.100.144427,sect-articles-magnetism,100/14,2019-10-18,"Takeshi Seki, Satoshi Iihama, Tomohiro Taniguchi, and Koki Takanashi",Large spin anomalous Hall effect in L10−FePt: Symmetry and magnetization switching,False,48
10.1103/PhysRevB.100.144428,sect-articles-magnetism,100/14,2019-10-18,"J. Deisenhofer, F. Mayr, M. Schmidt, A. Loidl, and V. Tsurkan",Infrared-active phonons in the ferrimagnetic and multiferroic phases of FeCr2S4: Evidence for structural distortions,False,5
10.1103/PhysRevB.100.144429,sect-articles-magnetism,100/14,2019-10-21,"V. I. Kuz'min, Yu. S. Orlov, A. E. Zarubin, T. M. Ovchinnikova, and S. G. Ovchinnikov",Magnetism in spin crossover systems: Short-range order and effects beyond the Heisenberg model,False,3
10.1103/PhysRevB.100.144430,sect-articles-magnetism,100/14,2019-10-21,"Taiki Numata, Hiroki Hayashi, Hiroto Sakimura, and Kazuya Ando",Parametric spin pumping into an antiferromagnetic insulator,False,1
10.1103/PhysRevB.100.144431,sect-articles-magnetism,100/14,2019-10-22,"Jian-Rui Soh, Henrik Jacobsen, Bachir Ouladdiaf, Alexandre Ivanov, Andrea Piovano, Tim Tejsner, Zili Feng, Hongyuan Wang, Hao Su, Yanfeng Guo, Youguo Shi, and Andrew T. Boothroyd",Magnetic structure and excitations of the topological semimetal YbMnBi2,True,21
10.1103/PhysRevB.100.144432,sect-articles-magnetism,100/14,2019-10-24,"Lei Ding, Pascal Manuel, Sebastian Bachus, Franziska Grußler, Philipp Gegenwart, John Singleton, Roger D. Johnson, Helen C. Walker, Devashibhai T. Adroja, Adrian D. Hillier, and Alexander A. Tsirlin",Gapless spin-liquid state in the structurally disorder-free triangular antiferromagnet NaYbO2,True,77
10.1103/PhysRevB.100.144433,sect-articles-magnetism,100/14,2019-10-25,"Prashanta K. Mukharjee, K. M. Ranjith, B. Koo, J. Sichelschmidt, M. Baenitz, Y. Skourski, Y. Inagaki, Y. Furukawa, A. A. Tsirlin, and R. Nath",Bose-Einstein condensation of triplons close to the quantum critical point in the quasi-one-dimensional spin-12 antiferromagnet NaVOPO4,False,6
10.1103/PhysRevB.100.144434,sect-articles-magnetism,100/14,2019-10-25,"Mathias Bersweiler, Philipp Bender, Laura G. Vivas, Martin Albino, Michele Petrecca, Sebastian Mühlbauer, Sergey Erokhin, Dmitry Berkov, Claudio Sangregorio, and Andreas Michels",Size-dependent spatial magnetization profile of manganese-zinc ferrite Mn0.2Zn0.2Fe2.6O4 nanoparticles,False,25
10.1103/PhysRevB.100.144435,sect-articles-magnetism,100/14,2019-10-25,"S. Saha, M. Zelent, S. Finizio, M. Mruczkiewicz, S. Tacchi, A. K. Suszka, S. Wintz, N. S. Bingham, J. Raabe, M. Krawczyk, and L. J. Heyderman",Formation of Néel-type skyrmions in an antidot lattice with perpendicular magnetic anisotropy,False,15
10.1103/PhysRevB.100.144436,sect-articles-magnetism,100/14,2019-10-25,"R. Edberg, L. Ørduk Sandberg, I. M. Bergh Bakke, M. L. Haubro, L. C. Folkers, L. Mangin-Thro, A. Wildes, O. Zaharko, M. Guthrie, A. T. Holmes, M. H. Sørby, K. Lefmann, P. P. Deen, and P. Henelius",Dipolar spin ice under uniaxial pressure,False,8
10.1103/PhysRevB.100.144437,sect-articles-magnetism,100/14,2019-10-28,"Tom Pardini, Anirudha Menon, Stefan P. Hau-Riege, and Rajiv R. P. Singh",Local entanglement and confinement transitions in the random transverse-field Ising model on the pyrochlore lattice,False,4
10.1103/PhysRevB.100.144438,sect-articles-magnetism,100/14,2019-10-28,"M. S. Gabor, M. Nasui, and A. Timar-Gabor",Perpendicular magnetic anisotropy in Pt/Co-based full Heusler alloy/MgO thin-film structures,False,23
10.1103/PhysRevB.100.144439,sect-articles-magnetism,100/14,2019-10-28,"Xue Liang, Guoping Zhao, Laichuan Shen, Jing Xia, Li Zhao, Xichao Zhang, and Yan Zhou",Dynamics of an antiferromagnetic skyrmion in a racetrack with a defect,False,33
10.1103/PhysRevB.100.144440,sect-articles-magnetism,100/14,2019-10-28,"Papa Birame Ndiaye, Adel Abbout, V. M. L. D. P. Goli, and Aurélien Manchon",Quantum anomalous Hall effect and Anderson-Chern insulating regime in the noncollinear antiferromagnetic 3Q state,False,9
10.1103/PhysRevB.100.144441,sect-articles-magnetism,100/14,2019-10-28,"Jun Han Lee, Marie Kratochvílová, Huibo Cao, Zahra Yamani, J. S. Kim, Je-Geun Park, G. R. Stewart, and Yoon Seok Oh",Unconventional critical behavior in the quasi-one-dimensional S=1 chain NiTe2O5,False,3
10.1103/PhysRevB.100.144442,sect-articles-magnetism,100/14,2019-10-29,"M. Iakovleva, O. Janson, H.-J. Grafe, A. P. Dioguardi, H. Maeter, N. Yeche, H.-H. Klauss, G. Pascua, H. Luetkens, A. Möller, B. Büchner, V. Kataev, and E. Vavilova",Ground state and low-temperature magnetism of the quasi-two-dimensional honeycomb compound InCu2/3V1/3O3,True,5
10.1103/PhysRevB.100.144443,sect-articles-magnetism,100/14,2019-10-30,"Hiroyuki Suzuki (鈴木 啓幸), Akira Nambu (南部 英), and Masakuni Okamoto (岡本 政邦)",X-ray magnetic circular dichroism and neutron diffraction measurements of the magnetic moment of titanium in Sm(Fe0.8Co0.2)11Ti,False,9
10.1103/PhysRevB.100.144444,sect-articles-magnetism,100/14,2019-10-30,"Priyanka Nehla, Yousef Kareri, Guru Dutt Gupt, James Hester, P. D. Babu, Clemens Ulrich, and R. S. Dhaka",Neutron diffraction and magnetic properties of Co2Cr1−xTixAl Heusler alloys,False,13
10.1103/PhysRevB.100.144445,sect-articles-magnetism,100/14,2019-10-30,"David A. S. Kaib, Stephen M. Winter, and Roser Valentí",Kitaev honeycomb models in magnetic fields: Dynamical response and dual models,False,22
10.1103/PhysRevB.100.144446,sect-articles-magnetism,100/14,2019-10-31,"Yu. V. Krasnikova, V. N. Glazkov, A. Ponomaryov, S. A. Zvyagin, K. Yu. Povarov, S. Galeski, and A. Zheludev",Electron spin resonance study of spin relaxation in the strong-leg spin ladder with nonmagnetic dilution,False,2
10.1103/PhysRevB.100.144501,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-01,"Huai-Xiang Huang, Wei Li, Yi Gao, Yan Chen, and Fu-Chun Zhang",Anomalous sharp peak in the London penetration depth induced by the nodeless-to-nodal superconducting transition in BaFe2(As1−xPx)2,False,3
10.1103/PhysRevB.100.144502,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-04,"A. M. Merritt, J.-P. Castellan, T. Keller, S. R. Park, J. A. Fernandez-Baca, G. D. Gu, and D. Reznik",Low-energy phonons in Bi2Sr2CaCu2O8+δ and their possible interaction with electrons measured by inelastic neutron scattering,False,5
10.1103/PhysRevB.100.144503,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-07,"T. M. Benseman, A. E. Koshelev, V. Vlasko-Vlasov, Y. Hao, U. Welp, W.-K. Kwok, B. Gross, M. Lange, D. Koelle, R. Kleiner, H. Minami, M. Tsujimoto, and K. Kadowaki",Observation of a two-mode resonant state in a Bi2Sr2CaCu2O8+δ mesa device for terahertz emission,False,10
10.1103/PhysRevB.100.144504,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-09,"T. E. Kuzmicheva, S. A. Kuzmichev, and N. D. Zhigadlo",Superconducting order parameter and bosonic mode in hydrogen-substituted NdFeAsO0.6H0.36 revealed by multiple-Andreev-reflection spectroscopy,True,9
10.1103/PhysRevB.100.144505,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-14,"A. B. Yu, T. Wang, Y. F. Wu, Z. Huang, H. Xiao, G. Mu, and T. Hu",Probing superconducting anisotropy of single crystal KCa2Fe4As4F2 by magnetic torque measurements,False,15
10.1103/PhysRevB.100.144506,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-14,"Patrick Navez, Artur Sowa, and Alexander Zagoskin",Entangling continuous variables with a qubit array,False,1
10.1103/PhysRevB.100.144507,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-16,Hossein Hosseinabadi and Mehdi Kargarian,Vortex bound states of charge and magnetic fluctuations induced topological superconductors in heterostructures,False,1
10.1103/PhysRevB.100.144508,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-17,"Arpit Dua, Boris Malomed, Meng Cheng, and Liang Jiang",Universal quantum computing with parafermions assisted by a half-fluxon,False,6
10.1103/PhysRevB.100.144509,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-17,"S. Ooi, M. Tachiki, T. Mochiku, K. Komori, K. Hirata, and S. Arisawa",Geometrical matching and its influence on the melting transition of confined vortices in a mesoscopic triangle of Bi2Sr2CaCu2O8+y superconductor,False,0
10.1103/PhysRevB.100.144510,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-17,Andrzej Więckowski and Andrzej Ptok,Influence of long-range interaction on Majorana zero modes,False,7
10.1103/PhysRevB.100.144511,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-18,Christopher Triola and Annica M. Black-Schaffer,Odd-frequency superconductivity induced by nonmagnetic impurities,False,6
10.1103/PhysRevB.100.144512,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-23,"Amit Keren, Wayne Crump, Ben P. P. Mallett, Shen V. Chong, Itai Keren, Hubertus Luetkens, and Jeffery L. Tallon",Relevance of magnetism to cuprate superconductivity: Lanthanides versus charge-compensated cuprates,False,4
10.1103/PhysRevB.100.144513,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-23,"Tianbai Cui, Michael Schütt, Peter P. Orth, and Rafael M. Fernandes",Postquench gap dynamics of two-band superconductors,False,3
10.1103/PhysRevB.100.144514,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-23,R.-P. Riwar and G. Catelani,Efficient quasiparticle traps with low dissipation through gap engineering,False,14
10.1103/PhysRevB.100.144515,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-28,"Yoshiki Nomura, Riku Okamoto, Taka-aki Mizuno, Shintaro Adachi, Takao Watanabe, Minoru Suzuki, and Itsuhiro Kakeya",Role of the inner copper oxide plane in interlayer Josephson effects in multilayered cuprate superconductors,False,3
10.1103/PhysRevB.100.144516,sect-articles-superfluidity-and-superconductivity,100/14,2019-10-31,"Jie Hou, Ting-Kuo Lee, Jie Lou, and Yan Chen",Charge-ordered states in the t−J−U model,False,0
